Month,Average USD/JPY=,Min USD/JPY=,Max USD/JPY=,Nb of working days,,Month,Average USD/GBP=,Min USD/GBP=,Max USD/GBP=,Nb of working days,,Month,Average USD/CHF=,Min USD/CHF=,Max USD/CHF=,Nb of working days,,Month,Average USD/EUR=,Min USD/EUR=,Max USD/EUR=,Nb of working days
Aug-05,110.625366,109.339722,112.104795,23,,Aug-05,0.55748,0.551296,0.56584,23,,Aug-05,1.263288,1.246929,1.275964,23,,Aug-05,0.813541,0.802761,0.820951,23
Jul-05,111.938081,110.94609,113.031584,21,,Jul-05,0.57102,0.561761,0.576529,21,,Jul-05,1.294115,1.279221,1.306644,21,,Jul-05,0.830746,0.820546,0.841538,21
Jun-05,108.692609,106.739927,110.775719,22,,Jun-05,0.54991,0.544426,0.557559,22,,Jun-05,1.265285,1.244401,1.283474,22,,Jun-05,0.822078,0.811425,0.8296,22
May-05,106.66044,104.385085,108.264793,22,,May-05,0.538946,0.525475,0.54919,22,,May-05,1.217213,1.189686,1.246614,22,,May-05,0.787919,0.771962,0.810964,22
Apr-05,107.312797,105.147797,108.791637,21,,Apr-05,0.527874,0.522109,0.535065,21,,Apr-05,1.196118,1.180317,1.213193,21,,Apr-05,0.772948,0.764701,0.78064,21
Mar-05,105.181809,104.107036,107.494399,21,,Mar-05,0.52452,0.51939,0.534894,21,,Mar-05,1.173891,1.154747,1.200836,21,,Mar-05,0.757648,0.745379,0.773635,21
Feb-05,104.92694,103.590843,106.409955,20,,Feb-05,0.530001,0.520291,0.538703,20,,Feb-05,1.191308,1.160709,1.221482,20,,Feb-05,0.768493,0.754148,0.783576,20
Jan-05,103.360992,102.040504,104.590909,21,,Jan-05,0.532526,0.523617,0.537333,21,,Jan-05,1.179132,1.143407,1.195017,21,,Jan-05,0.762199,0.740357,0.773036,21
Dec-04,103.781079,102.322293,105.822151,23,,Dec-04,0.518367,0.512126,0.523994,23,,Dec-04,1.145973,1.132619,1.163596,23,,Dec-04,0.745911,0.733514,0.758093,23
Nov-04,104.768539,102.700263,106.788208,22,,Nov-04,0.537823,0.523956,0.545811,22,,Nov-04,1.171512,1.136818,1.205588,22,,Nov-04,0.769859,0.752162,0.787092,22
Oct-04,108.89041,106.092486,111.242988,21,,Oct-04,0.5537,0.542957,0.561391,21,,Oct-04,1.235461,1.197702,1.265511,21,,Oct-04,0.800834,0.781739,0.815195,21
Sep-04,110.086791,109.207392,111.390353,22,,Sep-04,0.557648,0.551358,0.563913,22,,Sep-04,1.263035,1.251027,1.277432,22,,Sep-04,0.818521,0.805867,0.830634,22
Aug-04,110.497178,109.523424,111.711269,22,,Aug-04,0.549815,0.543244,0.558313,22,,Aug-04,1.263883,1.241929,1.284653,22,,Aug-04,0.821368,0.809127,0.834516,22
Jul-04,109.322561,108.169513,112.256777,22,,Jul-04,0.542817,0.534644,0.551306,22,,Jul-04,1.245116,1.224732,1.280339,22,,Jul-04,0.815355,0.805672,0.831532,22
Jun-04,109.439853,107.507012,111.393751,22,,Jun-04,0.547179,0.541707,0.553037,22,,Jun-04,1.25139,1.237276,1.263808,22,,Jun-04,0.823558,0.811754,0.833264,22
May-04,112.015272,108.799274,114.827995,21,,May-04,0.559379,0.544913,0.571005,21,,May-04,1.282748,1.249714,1.306845,21,,May-04,0.832926,0.816593,0.847314,21
Apr-04,107.717074,103.75,110.65449,20,,Apr-04,0.555201,0.540916,0.567648,20,,Apr-04,1.2973,1.265828,1.313873,20,,Apr-04,0.83446,0.811688,0.845594,20
Mar-04,108.56468,103.869437,112.172224,23,,Mar-04,0.547457,0.535325,0.556927,23,,Mar-04,1.278053,1.260746,1.301738,23,,Mar-04,0.815598,0.801025,0.825219,23
Feb-04,106.582616,105.36829,109.611058,20,,Feb-04,0.535303,0.524732,0.548431,20,,Feb-04,1.244293,1.224685,1.270736,20,,Feb-04,0.790819,0.777726,0.805283,20
Jan-04,106.341606,105.830103,107.235163,21,,Jan-04,0.548782,0.539835,0.560237,21,,Jan-04,1.241408,1.219988,1.268973,21,,Jan-04,0.792891,0.779545,0.808211,21
Dec-03,107.801899,106.927949,109.335219,21,,Dec-03,0.571451,0.558036,0.581086,21,,Dec-03,1.265453,1.233492,1.298706,21,,Dec-03,0.814114,0.791766,0.835073,21
Nov-03,109.249395,108.304292,110.280781,20,,Nov-03,0.592093,0.581207,0.601453,20,,Nov-03,1.332704,1.290979,1.374475,20,,Nov-03,0.854767,0.83375,0.87535,20
Oct-03,109.580249,108.019514,111.114949,23,,Oct-03,0.596683,0.586443,0.603804,23,,Oct-03,1.324454,1.31232,1.339839,23,,Oct-03,0.85532,0.84832,0.863632,23
Sep-03,114.961343,110.538963,117.813333,22,,Sep-03,0.621394,0.599554,0.639896,22,,Sep-03,1.379631,1.322005,1.421612,22,,Sep-03,0.891643,0.858222,0.927386,22
Aug-03,118.829985,116.463805,120.538992,21,,Aug-03,0.62782,0.618855,0.639608,21,,Aug-03,1.382969,1.34691,1.423624,21,,Aug-03,0.898038,0.877809,0.924556,21
Jul-03,118.701607,117.333687,119.938704,23,,Jul-03,0.616005,0.598945,0.629646,23,,Jul-03,1.361017,1.345124,1.387772,23,,Jul-03,0.879439,0.866326,0.897827,23
Jun-03,118.372443,117.461692,120.171524,21,,Jun-03,0.602131,0.594399,0.614719,21,,Jun-03,1.321549,1.301586,1.360287,21,,Jun-03,0.857526,0.843597,0.876194,21
May-03,117.279024,115.945191,118.969513,21,,May-03,0.615894,0.607932,0.624106,21,,May-03,1.308835,1.283842,1.349082,21,,May-03,0.863654,0.840266,0.891424,21
Apr-03,119.94969,118.262786,120.96054,20,,Apr-03,0.635245,0.626179,0.645247,20,,Apr-03,1.379605,1.355982,1.4055,20,,Apr-03,0.922013,0.898392,0.945001,20
Mar-03,118.610842,116.564028,120.904275,21,,Mar-03,0.6317,0.619786,0.6421,21,,Mar-03,1.360173,1.323466,1.395762,21,,Mar-03,0.925589,0.902527,0.946074,21
Feb-03,119.377724,116.845315,121.464599,20,,Feb-03,0.621734,0.605591,0.634862,20,,Feb-03,1.362137,1.344271,1.374113,20,,Feb-03,0.928272,0.91659,0.934056,20
Jan-03,118.738412,117.668044,120.36234,22,,Jan-03,0.618716,0.606232,0.626259,22,,Jan-03,1.376724,1.349862,1.405609,22,,Jan-03,0.941649,0.919963,0.96367,22
Dec-02,122.034356,118.613522,125.292763,20,,Dec-02,0.630717,0.620292,0.64654,20,,Dec-02,1.442031,1.384953,1.496708,20,,Dec-02,0.982314,0.953562,1.013069,20
Nov-02,121.490168,119.395615,123.008582,21,,Nov-02,0.636254,0.629074,0.646016,21,,Nov-02,1.465383,1.444993,1.488743,21,,Nov-02,0.99869,0.987557,1.009591,21
Oct-02,123.915857,122.370956,125.225225,23,,Oct-02,0.642083,0.636548,0.646499,23,,Oct-02,1.49323,1.475935,1.508166,23,,Oct-02,1.019279,1.011122,1.027221,23
Sep-02,120.708722,117.28557,123.248212,21,,Sep-02,0.642961,0.636992,0.652606,21,,Sep-02,1.493687,1.461855,1.525236,21,,Sep-02,1.019648,1.002506,1.036377,21
Aug-02,118.955994,116.566907,120.879348,22,,Aug-02,0.650823,0.637597,0.658348,22,,Aug-02,1.496972,1.469057,1.518408,22,,Aug-02,1.022781,1.012863,1.032311,22
Jul-02,118.045675,115.710477,120.461476,23,,Jul-02,0.643803,0.633193,0.659332,23,,Jul-02,1.474127,1.44244,1.507352,23,,Jul-02,1.008023,0.98561,1.028278,23
Jun-02,123.329232,118.496241,125.613627,20,,Jun-02,0.674292,0.651429,0.687426,20,,Jun-02,1.541363,1.475789,1.57554,20,,Jun-02,1.04703,1.002506,1.073768,20
May-02,126.364753,123.477333,128.683368,22,,May-02,0.685098,0.681321,0.689701,22,,May-02,1.589292,1.56003,1.612625,22,,May-02,1.090641,1.065303,1.10742,22
Apr-02,130.745773,128.003983,133.394036,21,,Apr-02,0.693239,0.684443,0.698733,21,,Apr-02,1.654815,1.619495,1.673514,21,,Apr-02,1.128958,1.106439,1.141162,21
Mar-02,131.021657,127.884506,133.298767,20,,Mar-02,0.70306,0.700079,0.708954,20,,Mar-02,1.676066,1.651079,1.708752,20,,Mar-02,1.141855,1.129561,1.156203,20
Feb-02,133.594942,132.186817,134.813273,20,,Feb-02,0.702972,0.698889,0.709718,20,,Feb-02,1.698232,1.680805,1.712749,20,,Feb-02,1.149406,1.137139,1.15848,20
Jan-02,132.600256,130.868885,134.538611,22,,Jan-02,0.698152,0.689705,0.710655,22,,Jan-02,1.669645,1.641182,1.717883,22,,Jan-02,1.132378,1.106439,1.165773,22
Dec-01,127.258888,123.484594,131.361215,19,,Dec-01,0.694696,0.686595,0.703735,19,,Dec-01,1.654509,1.632446,1.682628,19,,Dec-01,1.121414,1.105094,1.136622,19
Nov-01,122.362743,120.653143,124.047754,22,,Nov-01,0.695984,0.682203,0.709604,22,,Nov-01,1.650485,1.618665,1.669999,22,,Nov-01,1.125615,1.099263,1.139212,22
Oct-01,121.280899,119.671233,123.253459,23,,Oct-01,0.688862,0.67559,0.704175,23,,Oct-01,1.633148,1.602127,1.664341,23,,Oct-01,1.10405,1.085305,1.125239,23
Sep-01,118.778284,116.5,121.932173,20,,Sep-01,0.683739,0.677622,0.691486,20,,Sep-01,1.637367,1.572174,1.706945,20,,Sep-01,1.0978,1.078865,1.129305,20
Aug-01,121.4507,118.639441,124.588862,23,,Aug-01,0.69607,0.686285,0.706547,23,,Aug-01,1.682094,1.649197,1.718475,23,,Aug-01,1.110822,1.085069,1.141162,23
Jul-01,124.573848,123.466697,126.013836,22,,Jul-01,0.707161,0.697129,0.715172,22,,Jul-01,1.759072,1.712044,1.815363,22,,Jul-01,1.16216,1.137268,1.192748,22
Jun-01,122.242748,118.683652,124.720949,21,,Jun-01,0.713719,0.705119,0.726177,21,,Jun-01,1.784592,1.761141,1.799669,21,,Jun-01,1.172155,1.154468,1.181335,21
May-01,121.814769,119.103774,123.681232,22,,May-01,0.701599,0.695145,0.706299,22,,May-01,1.754495,1.726591,1.79316,22,,May-01,1.144229,1.118693,1.179245,22
Apr-01,123.753905,121.631561,126.345189,19,,Apr-01,0.697188,0.692282,0.704514,19,,Apr-01,1.714401,1.689991,1.741855,19,,Apr-01,1.121523,1.107174,1.139991,19
Mar-01,121.346998,117.294206,125.384964,22,,Mar-01,0.691889,0.678842,0.703904,22,,Mar-01,1.688816,1.642529,1.729053,22,,Mar-01,1.099929,1.068034,1.132246,22
Feb-01,116.178879,114.835872,117.592593,20,,Feb-01,0.687909,0.676517,0.696141,20,,Feb-01,1.666454,1.629492,1.692503,20,,Feb-01,1.085116,1.061008,1.10424,20
Jan-01,116.783487,114.249738,118.710225,22,,Jan-01,0.676642,0.663694,0.689263,22,,Jan-01,1.629899,1.597062,1.667068,22,,Jan-01,1.065941,1.047669,1.093374,22
Dec-00,112.109344,110.589288,114.905965,19,,Dec-00,0.683774,0.670715,0.697768,19,,Dec-00,1.687471,1.636969,1.73257,19,,Dec-00,1.114927,1.074114,1.14482,19
Nov-00,108.90605,107.142033,111.16643,22,,Nov-00,0.701118,0.688774,0.711997,22,,Nov-00,1.777009,1.738254,1.803773,22,,Nov-00,1.167826,1.145475,1.189626,22
Oct-00,108.452308,107.539315,109.207831,22,,Oct-00,0.689216,0.68019,0.703708,22,,Oct-00,1.769884,1.731084,1.828405,22,,Oct-00,1.16983,1.136105,1.211827,22
Sep-00,106.758782,105.129092,108.317171,21,,Sep-00,0.69701,0.680776,0.714989,21,,Sep-00,1.755447,1.721476,1.786887,21,,Sep-00,1.146944,1.111111,1.179802,21
Aug-00,108.124842,106.409249,109.62867,23,,Aug-00,0.671571,0.662761,0.690089,23,,Aug-00,1.715334,1.668826,1.740861,23,,Aug-00,1.106222,1.079447,1.122839,23
Jul-00,107.903854,105.951754,109.315157,21,,Jul-00,0.663079,0.65898,0.670445,21,,Jul-00,1.650268,1.622721,1.679826,21,,Jul-00,1.064348,1.047998,1.085069,21
Jun-00,106.10919,104.238819,108.69239,22,,Jun-00,0.662984,0.656898,0.66881,22,,Jun-00,1.644501,1.620124,1.687031,22,,Jun-00,1.053652,1.03434,1.072156,22
May-00,108.279072,106.635324,109.818426,22,,May-00,0.663914,0.639206,0.679212,22,,May-00,1.717908,1.679453,1.747831,22,,May-00,1.104009,1.06849,1.126761,22
Apr-00,105.529986,103.833699,107.297744,18,,Apr-00,0.631557,0.626022,0.637755,18,,Apr-00,1.662646,1.626383,1.729224,18,,Apr-00,1.056359,1.033805,1.100715,18
Mar-00,106.38179,103.140375,108.254888,23,,Mar-00,0.633201,0.626505,0.638291,23,,Mar-00,1.663601,1.637974,1.683014,23,,Mar-00,1.037009,1.028278,1.047889,23
Feb-00,109.449633,107.744593,111.321903,21,,Feb-00,0.625036,0.619979,0.63146,21,,Feb-00,1.634143,1.599623,1.666563,21,,Feb-00,1.016965,0.993246,1.037452,21
Jan-00,105.09912,101.833499,106.853233,21,,Jan-00,0.610007,0.604568,0.619029,21,,Jan-00,1.588932,1.546785,1.643448,21,,Jan-00,0.986733,0.962649,1.021346,21
Dec-99,102.575551,101.615621,103.666069,23,,Dec-99,0.61966,0.614889,0.625634,23,,Dec-99,1.584433,1.562555,1.59775,23,,Dec-99,0.989415,0.976658,0.998502,23
Nov-99,104.700703,102.010498,106.138729,22,,Nov-99,0.616241,0.606329,0.626424,22,,Nov-99,1.552803,1.517404,1.590652,22,,Nov-99,0.967446,0.945895,0.992359,22
Oct-99,106.026134,104.008719,107.849323,21,,Oct-99,0.60329,0.597018,0.611595,21,,Oct-99,1.489262,1.4603,1.533531,21,,Oct-99,0.934114,0.920048,0.956663,21
Sep-99,107.010158,103.978907,111.159489,22,,Sep-99,0.615986,0.606887,0.624204,22,,Sep-99,1.525348,1.494945,1.552504,22,,Sep-99,0.952413,0.936154,0.966931,22
Aug-99,113.251455,109.268892,115.858244,22,,Aug-99,0.6226,0.615835,0.630431,22,,Aug-99,1.509447,1.48142,1.534554,22,,Aug-99,0.943179,0.926698,0.958497,22
Jul-99,119.538746,115.195437,122.49067,22,,Jul-99,0.635496,0.616981,0.644706,22,,Jul-99,1.549938,1.493922,1.587515,22,,Jul-99,0.966283,0.934754,0.987752,22
Jun-99,120.764182,118.474317,122.158816,22,,Jun-99,0.62661,0.620197,0.635457,22,,Jun-99,1.537135,1.520543,1.553502,22,,Jun-99,0.963647,0.954745,0.972763,22
May-99,122.050127,119.869676,124.506301,21,,May-99,0.619384,0.61126,0.625513,21,,May-99,1.507888,1.489027,1.52477,21,,May-99,0.940975,0.926012,0.956389,21
Apr-99,119.721926,117.865865,121.419271,22,,Apr-99,0.621252,0.617195,0.630151,22,,Apr-99,1.496257,1.475108,1.520525,22,,Apr-99,0.934256,0.920217,0.94509,22
Mar-99,119.639197,117.26065,123.246825,23,,Mar-99,0.616818,0.608803,0.622032,23,,Mar-99,1.466064,1.450027,1.491115,23,,Mar-99,0.918917,0.9081,0.935279,23
Feb-99,116.716847,111.899091,121.552038,20,,Feb-99,0.614363,0.607568,0.624422,20,,Feb-99,1.425833,1.407424,1.454463,20,,Feb-99,0.89236,0.881679,0.91166,20
Jan-99,113.194605,109.196992,116.040056,21,,Jan-99,0.605519,0.602314,0.613368,21,,Jan-99,1.382982,1.356522,1.416286,21,,Jan-99,0.861346,0.848176,0.878426,21
Dec-98,117.144498,113.820441,122.070175,23,,Dec-98,0.598708,0.592593,0.605109,23,,Dec-98,1.360761,1.333997,1.377999,23,,Dec-98,0.853966,0.844381,0.859807,23
Nov-98,120.346141,115.099766,123.86955,21,,Nov-98,0.601768,0.59623,0.60687,21,,Nov-98,1.384309,1.348996,1.409494,21,,Nov-98,0.859614,0.84422,0.87299,21
Oct-98,120.775036,113.870276,135.240771,22,,Oct-98,0.59026,0.58224,0.600888,22,,Oct-98,1.336682,1.293994,1.362007,22,,Oct-98,0.837804,0.824375,0.848673,22
Sep-98,134.571939,130.720011,138.390391,22,,Sep-98,0.595022,0.585105,0.604049,22,,Sep-98,1.401661,1.373504,1.44651,22,,Sep-98,0.869513,0.850539,0.896238,22
Aug-98,144.679549,141.900225,147.229191,21,,Aug-98,0.612329,0.599952,0.619463,21,,Aug-98,1.494572,1.454,1.509007,21,,Aug-98,0.913006,0.903512,0.923154,21
Jul-98,140.629012,138.200196,144.259689,23,,Jul-98,0.60835,0.601938,0.613422,23,,Jul-98,1.513738,1.477492,1.544002,23,,Jul-98,0.91768,0.90126,0.933012,23
Jun-98,140.081734,134.679854,146.32944,22,,Jun-98,0.605909,0.597443,0.613422,22,,Jun-98,1.493454,1.474002,1.523997,22,,Jun-98,0.914278,0.904241,0.926473,22
May-98,134.878018,132.129941,138.599877,21,,May-98,0.610476,0.599592,0.616408,21,,May-98,1.479332,1.456506,1.498501,21,,May-98,0.906782,0.899817,0.916297,21
Apr-98,132.228814,129.790387,134.900194,22,,Apr-98,0.598168,0.592767,0.602194,22,,Apr-98,1.506819,1.483007,1.534502,22,,Apr-98,0.926072,0.914466,0.945417,22
Mar-98,128.999937,125.169098,132.819789,22,,Mar-98,0.601882,0.593329,0.611507,22,,Mar-98,1.488204,1.460495,1.521,22,,Mar-98,0.931539,0.921649,0.941034,22
Feb-98,125.689921,122.800312,128.829119,20,,Feb-98,0.609936,0.605693,0.616031,20,,Feb-98,1.463575,1.445001,1.481991,20,,Feb-98,0.926156,0.915594,0.93475,20
Jan-98,129.526867,125.270427,133.500411,22,,Jan-98,0.611104,0.600959,0.618887,22,,Jan-98,1.473988,1.447491,1.501507,22,,Jan-98,0.925947,0.909143,0.938658,22
Dec-97,129.509902,127.119372,131.15015,23,,Dec-97,0.601799,0.593403,0.613233,23,,Dec-97,1.437696,1.426503,1.456493,23,,Dec-97,0.905767,0.89992,0.913372,23
Nov-97,125.181885,120.330408,127.659366,20,,Nov-97,0.592401,0.585171,0.597441,20,,Nov-97,1.4069,1.386501,1.425499,20,,Nov-97,0.882941,0.868905,0.898842,20
Oct-97,120.961006,120.100025,122.120245,23,,Oct-97,0.613047,0.597194,0.624804,23,,Oct-97,1.451521,1.396999,1.480495,23,,Oct-97,0.895985,0.874239,0.909426,23
Sep-97,120.725384,118.809283,122.669933,22,,Sep-97,0.625036,0.616903,0.632871,22,,Sep-97,1.472445,1.449104,1.501603,22,,Sep-97,0.912505,0.896548,0.929259,22
Aug-97,117.819213,115.799914,119.480557,21,,Aug-97,0.624268,0.610951,0.634637,21,,Aug-97,1.513336,1.484403,1.534903,21,,Aug-97,0.938876,0.916641,0.96219,21
Jul-97,115.235649,112.460552,118.869348,23,,Jul-97,0.598284,0.589241,0.615193,23,,Jul-97,1.480848,1.453903,1.524191,23,,Jul-97,0.913215,0.889714,0.93987,23
Jun-97,114.286681,111.319912,116.549807,21,,Jun-97,0.608175,0.599016,0.616637,21,,Jun-97,1.442305,1.432598,1.459502,21,,Jun-97,0.882293,0.876682,0.889543,21
May-97,119.119025,113.649913,126.799718,22,,May-97,0.612044,0.605325,0.619772,22,,May-97,1.432946,1.401496,1.471904,22,,May-97,0.871415,0.862169,0.884306,22
Apr-97,125.555351,122.399555,126.799718,22,,Apr-97,0.613776,0.607938,0.616904,22,,Apr-97,1.461653,1.435102,1.476,22,,Apr-97,0.874124,0.853704,0.885059,22
Mar-97,122.669101,120.76064,124.149884,21,,Mar-97,0.621999,0.614515,0.630201,21,,Mar-97,1.463873,1.435003,1.488905,21,,Mar-97,0.867644,0.858496,0.878988,21
Feb-97,122.929094,120.81013,124.220193,20,,Feb-97,0.615082,0.609385,0.622862,20,,Feb-97,1.453641,1.424705,1.482304,20,,Feb-97,0.856468,0.840434,0.870162,20
Jan-97,117.76466,115.369551,121.949842,23,,Jan-97,0.60175,0.587129,0.623403,23,,Jan-97,1.38886,1.346494,1.432295,23,,Jan-97,0.817998,0.790499,0.844069,23
Dec-96,113.911394,112.169979,116.400769,22,,Dec-96,0.600867,0.588411,0.616524,22,,Dec-96,1.328237,1.2961,1.352599,22,,Dec-96,0.794113,0.784706,0.80031,22
Nov-96,112.267102,111.020019,113.970061,21,,Nov-96,0.601497,0.593294,0.610875,21,,Nov-96,1.274442,1.259905,1.298307,21,,Nov-96,0.775522,0.769292,0.786388,21
Oct-96,112.357758,111.120117,114.449852,23,,Oct-96,0.63077,0.612295,0.640208,23,,Oct-96,1.258152,1.246202,1.269403,23,,Oct-96,0.784003,0.774584,0.790709,23
Sep-96,109.870911,108.950044,111.620352,21,,Sep-96,0.641299,0.637347,0.644454,21,,Sep-96,1.231772,1.205294,1.257807,21,,Sep-96,0.775252,0.765166,0.784398,21
Aug-96,107.865047,106.879851,108.789522,22,,Aug-96,0.645207,0.6416,0.649142,22,,Aug-96,1.202704,1.190101,1.211997,22,,Aug-96,0.765263,0.760954,0.770101,22
Jul-96,109.243838,106.819833,110.98023,23,,Jul-96,0.643523,0.640408,0.647167,23,,Jul-96,1.233069,1.188506,1.262503,23,,Jul-96,0.773985,0.758616,0.785366,23
Jun-96,108.860999,107.890212,109.819518,20,,Jun-96,0.648515,0.644618,0.652231,20,,Jun-96,1.256685,1.246801,1.268203,20,,Jun-96,0.785362,0.779252,0.789902,20
May-96,106.327634,104.319921,108.850029,23,,May-96,0.660094,0.649352,0.668359,23,,May-96,1.254402,1.233998,1.274099,23,,May-96,0.788358,0.780238,0.79475,23
Apr-96,107.200532,104.319921,108.670507,22,,Apr-96,0.659495,0.655092,0.66322,22,,Apr-96,1.21811,1.192903,1.238796,22,,Apr-96,0.775367,0.765365,0.787555,22
Mar-96,105.885116,105.030272,106.989768,21,,Mar-96,0.654791,0.650324,0.657893,21,,Mar-96,1.195995,1.185901,1.207499,21,,Mar-96,0.765195,0.762256,0.769221,21
Feb-96,105.61657,103.830127,106.929572,21,,Feb-96,0.651034,0.645247,0.65976,21,,Feb-96,1.195077,1.173003,1.218501,21,,Feb-96,0.7609,0.751133,0.771138,21
Jan-96,105.523571,103.169893,107.120177,23,,Jan-96,0.6531,0.644205,0.665692,23,,Jan-96,1.178356,1.149499,1.216104,23,,Jan-96,0.758029,0.743188,0.774675,23
Dec-95,101.869461,100.769879,103.169893,21,,Dec-95,0.649581,0.643212,0.65415,21,,Dec-95,1.164056,1.151099,1.177698,21,,Dec-95,0.750924,0.745234,0.756808,21
Nov-95,101.847809,100.35009,103.800067,22,,Nov-95,0.639801,0.632113,0.653382,22,,Nov-95,1.142874,1.132194,1.166602,22,,Nov-95,0.739928,0.733163,0.74956,22
Oct-95,100.731317,99.829753,102.119979,22,,Oct-95,0.633716,0.630316,0.637063,22,,Oct-95,1.145476,1.126201,1.156995,22,,Oct-95,0.741735,0.730483,0.750073,22
Sep-95,100.432867,97.620588,104.280361,21,,Sep-95,0.642139,0.63291,0.647166,21,,Sep-95,1.190033,1.146798,1.222602,21,,Sep-95,0.762114,0.742816,0.774997,21
Aug-95,94.612133,88.41944,98.799956,23,,Aug-95,0.637826,0.623637,0.651252,23,,Aug-95,1.196382,1.150102,1.237305,23,,Aug-95,0.75284,0.725029,0.776089,23
Jul-95,87.23088,84.670303,88.849891,21,,Jul-95,0.626991,0.623829,0.628932,21,,Jul-95,1.156142,1.144702,1.176698,21,,Jul-95,0.728778,0.721748,0.736457,21
Jun-95,84.555966,83.849631,85.579625,22,,Jun-95,0.626955,0.621696,0.631632,22,,Jun-95,1.15814,1.144399,1.183792,22,,Jun-95,0.737157,0.728727,0.752326,22
May-95,85.024827,82.799798,87.450094,23,,May-95,0.629732,0.617932,0.639307,23,,May-95,1.168373,1.128203,1.212005,23,,May-95,0.743333,0.723717,0.763375,23
Apr-95,83.841584,81.130419,86.55004,20,,Apr-95,0.622076,0.617934,0.627747,20,,Apr-95,1.139686,1.123302,1.159798,20,,Apr-95,0.732183,0.723383,0.743652,20
Mar-95,90.601336,87.199588,96.770057,23,,Mar-95,0.624931,0.60643,0.632511,23,,Mar-95,1.172222,1.137001,1.243204,23,,Mar-95,0.746196,0.732975,0.769777,23
Feb-95,98.239413,96.720302,99.669679,20,,Feb-95,0.63628,0.629208,0.644452,20,,Feb-95,1.271234,1.235504,1.297697,20,,Feb-95,0.783221,0.767312,0.796195,20
Jan-95,99.732727,98.599953,101.149998,22,,Jan-95,0.63536,0.624533,0.64342,22,,Jan-95,1.288234,1.265001,1.316492,22,,Jan-95,0.795863,0.783327,0.808279,22
Dec-94,100.148581,99.069905,100.569871,22,,Dec-94,0.641682,0.636781,0.647457,22,,Dec-94,1.329387,1.311502,1.340504,22,,Dec-94,0.813265,0.802895,0.817661,22
Nov-94,98.002763,96.419447,99.000205,22,,Nov-94,0.629317,0.610127,0.640286,22,,Nov-94,1.295359,1.247498,1.330802,22,,Nov-94,0.794771,0.77213,0.810857,22
Oct-94,98.471022,96.799844,100.69991,21,,Oct-94,0.622759,0.610725,0.634399,21,,Oct-94,1.264653,1.240499,1.297203,21,,Oct-94,0.783657,0.769237,0.801737,21
Sep-94,98.833657,97.869506,100.150118,22,,Sep-94,0.639713,0.632833,0.651041,22,,Sep-94,1.291959,1.278,1.329996,22,,Sep-94,0.799167,0.793756,0.814389,22
Aug-94,99.886705,97.950022,101.28025,23,,Aug-94,0.648522,0.643416,0.652826,23,,Aug-94,1.318417,1.291992,1.340992,23,,Aug-94,0.806858,0.791811,0.817276,23
Jul-94,98.582343,97.369956,100.529663,21,,Jul-94,0.647027,0.637147,0.655438,21,,Jul-94,1.324848,1.293004,1.351503,21,,Jul-94,0.808046,0.787923,0.823113,21
Jun-94,102.646814,99.000125,105.360647,22,,Jun-94,0.655783,0.644039,0.664012,22,,Jun-94,1.375354,1.326502,1.418004,22,,Jun-94,0.836172,0.812537,0.856133,22
May-94,103.766884,101.250118,104.969917,22,,May-94,0.665255,0.659935,0.672856,22,,May-94,1.414168,1.397495,1.434993,22,,May-94,0.850217,0.841407,0.861085,22
Apr-94,103.327049,100.950253,105.119934,21,,Apr-94,0.674207,0.661376,0.681569,21,,Apr-94,1.436051,1.4105,1.452004,21,,Apr-94,0.86833,0.850843,0.879218,21
Mar-94,105.093329,102.850239,106.529953,23,,Mar-94,0.670336,0.666221,0.674445,23,,Mar-94,1.428989,1.4105,1.440999,23,,Mar-94,0.867895,0.856129,0.881019,23
Feb-94,106.310547,102.86984,108.850141,20,,Feb-94,0.676151,0.663791,0.685874,20,,Feb-94,1.457951,1.431498,1.483005,20,,Feb-94,0.888127,0.878491,0.899209,20
Jan-94,111.386134,109.019931,113.100194,21,,Jan-94,0.669922,0.666353,0.675126,21,,Jan-94,1.471096,1.451992,1.486003,21,,Jan-94,0.892145,0.886722,0.897777,21
Dec-93,109.95955,107.669715,111.800084,23,,Dec-93,0.670792,0.664758,0.67682,23,,Dec-93,1.4643,1.438008,1.501502,23,,Dec-93,0.879084,0.870747,0.889712,23
Nov-93,107.854021,105.649588,109.36959,22,,Nov-93,0.675336,0.670239,0.680968,22,,Nov-93,1.497454,1.488502,1.507492,22,,Nov-93,0.878425,0.871648,0.885503,22
Oct-93,106.958025,105.049862,108.719594,21,,Oct-93,0.665138,0.651592,0.677504,21,,Oct-93,1.441157,1.401999,1.488801,21,,Oct-93,0.850624,0.83027,0.874485,21
Sep-93,105.391873,103.580584,106.449525,22,,Sep-93,0.655948,0.6435,0.670468,22,,Sep-93,1.418426,1.388502,1.473503,22,,Sep-93,0.839746,0.823449,0.86283,22
Aug-93,103.803775,101.150309,105.150038,22,,Aug-93,0.670324,0.659978,0.683388,22,,Aug-93,1.497174,1.468009,1.524297,22,,Aug-93,0.875528,0.862193,0.89255,22
Jul-93,107.593089,104.299483,109.750237,22,,Jul-93,0.667941,0.659109,0.676589,22,,Jul-93,1.514454,1.49901,1.536498,22,,Jul-93,0.87146,0.856235,0.89133,22
