,realtime_start,realtime_end,observation_start,observation_end,units,output_type,file_type,order_by,sort_order,count,offset,limit,observations
23,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1948-12-01', 'value': '24.05'}"
24,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-01-01', 'value': '24.01'}"
25,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-02-01', 'value': '23.91'}"
26,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-03-01', 'value': '23.91'}"
27,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-04-01', 'value': '23.92'}"
28,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-05-01', 'value': '23.91'}"
29,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-06-01', 'value': '23.92'}"
30,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-07-01', 'value': '23.7'}"
31,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-08-01', 'value': '23.7'}"
32,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-09-01', 'value': '23.75'}"
33,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-10-01', 'value': '23.67'}"
34,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-11-01', 'value': '23.7'}"
35,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1949-12-01', 'value': '23.61'}"
36,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-01-01', 'value': '23.51'}"
37,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-02-01', 'value': '23.61'}"
38,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-03-01', 'value': '23.64'}"
39,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-04-01', 'value': '23.65'}"
40,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-05-01', 'value': '23.77'}"
41,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-06-01', 'value': '23.88'}"
42,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-07-01', 'value': '24.07'}"
43,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-08-01', 'value': '24.2'}"
44,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-09-01', 'value': '24.34'}"
45,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-10-01', 'value': '24.5'}"
46,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-11-01', 'value': '24.6'}"
47,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1950-12-01', 'value': '24.98'}"
48,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-01-01', 'value': '25.38'}"
49,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-02-01', 'value': '25.83'}"
50,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-03-01', 'value': '25.88'}"
51,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-04-01', 'value': '25.92'}"
52,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-05-01', 'value': '25.99'}"
53,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-06-01', 'value': '25.93'}"
54,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-07-01', 'value': '25.91'}"
55,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-08-01', 'value': '25.86'}"
56,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-09-01', 'value': '26.03'}"
57,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-10-01', 'value': '26.16'}"
58,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-11-01', 'value': '26.32'}"
59,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1951-12-01', 'value': '26.47'}"
60,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-01-01', 'value': '26.45'}"
61,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-02-01', 'value': '26.41'}"
62,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-03-01', 'value': '26.39'}"
63,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-04-01', 'value': '26.46'}"
64,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-05-01', 'value': '26.47'}"
65,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-06-01', 'value': '26.53'}"
66,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-07-01', 'value': '26.68'}"
67,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-08-01', 'value': '26.69'}"
68,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-09-01', 'value': '26.63'}"
69,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-10-01', 'value': '26.69'}"
70,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-11-01', 'value': '26.69'}"
71,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1952-12-01', 'value': '26.71'}"
72,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-01-01', 'value': '26.64'}"
73,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-02-01', 'value': '26.59'}"
74,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-03-01', 'value': '26.63'}"
75,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-04-01', 'value': '26.69'}"
76,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-05-01', 'value': '26.7'}"
77,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-06-01', 'value': '26.77'}"
78,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-07-01', 'value': '26.79'}"
79,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-08-01', 'value': '26.85'}"
80,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-09-01', 'value': '26.89'}"
81,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-10-01', 'value': '26.95'}"
82,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-11-01', 'value': '26.85'}"
83,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1953-12-01', 'value': '26.87'}"
84,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-01-01', 'value': '26.94'}"
85,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-02-01', 'value': '26.99'}"
86,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-03-01', 'value': '26.93'}"
87,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-04-01', 'value': '26.86'}"
88,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-05-01', 'value': '26.93'}"
89,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-06-01', 'value': '26.94'}"
90,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-07-01', 'value': '26.86'}"
91,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-08-01', 'value': '26.85'}"
92,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-09-01', 'value': '26.81'}"
93,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-10-01', 'value': '26.72'}"
94,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-11-01', 'value': '26.78'}"
95,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1954-12-01', 'value': '26.77'}"
96,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-01-01', 'value': '26.77'}"
97,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-02-01', 'value': '26.82'}"
98,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-03-01', 'value': '26.79'}"
99,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-04-01', 'value': '26.79'}"
100,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-05-01', 'value': '26.77'}"
101,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-06-01', 'value': '26.71'}"
102,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-07-01', 'value': '26.76'}"
103,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-08-01', 'value': '26.72'}"
104,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-09-01', 'value': '26.85'}"
105,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-10-01', 'value': '26.82'}"
106,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-11-01', 'value': '26.88'}"
107,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1955-12-01', 'value': '26.87'}"
108,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-01-01', 'value': '26.83'}"
109,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-02-01', 'value': '26.86'}"
110,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-03-01', 'value': '26.89'}"
111,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-04-01', 'value': '26.93'}"
112,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-05-01', 'value': '27.03'}"
113,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-06-01', 'value': '27.15'}"
114,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-07-01', 'value': '27.29'}"
115,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-08-01', 'value': '27.31'}"
116,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-09-01', 'value': '27.35'}"
117,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-10-01', 'value': '27.51'}"
118,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-11-01', 'value': '27.51'}"
119,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1956-12-01', 'value': '27.63'}"
120,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1957-01-01', 'value': '27.67'}"
121,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1957-02-01', 'value': '27.8'}"
122,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1957-03-01', 'value': '27.86'}"
123,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1957-04-01', 'value': '27.93'}"
124,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1957-05-01', 'value': '28.0'}"
125,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1957-06-01', 'value': '28.11'}"
126,2018-12-03,2018-12-03,1600-01-01,9999-12-31,lin,1,json,observation_date,asc,862,0,100000,"{'realtime_start': '2018-12-03', 'realtime_end': '2018-12-03', 'date': '1957-07-01', 'value': '28.19'}"
